0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-5.290962,-0.7337858,-2.4986024,5.959117,-2.7352843,-1.0409249,0.30894968,3.1741464,-1.3778634,-2.3004537,0.45893896,-2.7384343,0.20688148,2.387766,0.054676782,-1.6407132,-1.4505718,1.471727,2.0056074,-0.36763325,0.20056869,-1.6607723,-8.238705,3.247393,-1.1012483,-2.5248554,2.730401,-0.97092706,3.186799,-2.2734876,2.7078466,0.2521741,-5.755996,3.2022781,4.0969276,-1.4095786,-3.2259448,-3.2519486,1.6348695,10.030873,3.3680933,0.86908126,1.870979,3.2038796,3.6380918,-0.2552669,0.6242238,-0.8054301,-3.9714375,-0.63325346
-0.07021825,-0.98138374,0.7727756,1.3378958,-0.41546258,0.4456871,0.2888677,0.7750369,1.7537158,1.301912,-1.0963104,-2.6477334,-0.1465226,-2.1504843,-0.66332585,-0.43876326,1.2597853,0.6123981,-0.21232282,1.2733732,0.9304501,1.0759084,3.340421,-0.42549887,-1.1454617,0.851562,-0.3480128,0.7264519,-0.29420584,-0.10453736,-0.4436988,-0.1950274,1.0119774,0.04200522,-1.0841401,-0.7181183,0.9469672,-0.3134473,0.19083324,-0.7196849,-0.37239686,-1.1933844,1.848447,0.2575519,0.31041583,-0.23942944,-1.0964178,0.52235925,0.5678156,-2.550344
-1.3868021,1.3988734,0.0031216848,2.0204377,4.3224416,-0.056794707,1.8935865,-1.613236,-2.8255951,0.046904687,-2.3548105,-0.25139424,-2.8261333,-0.4875788,-0.5692724,-0.11050794,0.10208137,-0.088737346,0.23081139,-2.6009068,-0.3054485,-3.8052006,1.1441859,-1.1960082,1.9037588,-3.3964832,-2.2837336,-0.7713284,2.699785,-0.26859993,1.0554792,-2.043782,-2.6970067,-2.9479053,5.7533507,-0.30662748,0.9898902,5.056004,-2.5399354,-1.0463428,-1.4709946,-2.570571,-0.7450646,0.8301215,0.3537457,-1.4066143,-0.78257436,-0.781694,0.8898394,2.6892157
0.23527616,2.0535345,1.7491949,2.9768696,-2.1933393,2.30235,0.17811544,-0.21255614,1.1409425,0.24770896,2.5067985,-1.2633508,-1.3822596,-1.123468,0.21925673,-0.7137987,0.66165906,-0.30652535,-0.18953727,3.0487995,-0.10666779,1.5800999,0.6327913,0.094087906,0.46141458,1.1734798,0.19798733,0.50594145,-0.3491932,0.2797474,0.116108775,1.1322814,-0.39846304,-0.7801569,-1.3991843,-2.3565354,0.5963931,-0.216486,3.1734164,-0.49698296,-1.0918677,0.13756846,2.0275636,-0.28368634,0.79420924,0.9859474,1.5561122,0.9010471,-1.1644912,-0.14180815
0.61874086,-0.006482936,-0.44394574,-0.13699429,-1.7116401,-0.8382906,-0.8575728,-0.3262987,-1.179804,0.53262365,0.31482518,-2.3695517,-1.4806314,-1.633125,0.35610053,0.064878866,-1.9692473,-0.07601694,-0.189806,-0.113448605,-1.5790676,-0.12020739,-2.4982858,-0.8292371,1.0557079,0.21468516,-0.35046673,-0.6599488,-1.2852898,0.57577866,-0.37957492,-0.110864475,0.5758467,1.7320764,-0.05595856,-0.6840684,-0.23942195,-1.2462497,0.5257122,0.89080113,-1.113025,2.4606044,-0.47199944,-0.5201573,-1.8784741,-0.22530018,0.13744786,-1.3234792,0.22708642,-1.1998677
-0.37666857,-0.5753157,-0.2320224,-0.1678935,-1.2484096,-0.42454225,-0.030745773,0.3438176,0.5514704,-0.84082985,2.66055,3.173937,1.1392068,-0.80352074,-0.10712879,1.6247308,3.0869353,0.7702837,3.3561163,-0.95626175,-0.12643054,1.0631359,0.8720631,1.7595668,0.7076935,0.20780247,-0.6831058,0.90035474,-0.37154204,0.054980192,1.729972,-0.92553383,-1.467719,0.40767848,0.9484981,0.8318347,-0.49572265,-0.2704583,1.3317516,-0.2084988,0.5682,-0.5035461,-1.2520528,-0.12628482,-0.017097149,-1.4657451,-1.126316,0.03499937,0.5466793,1.3162748
0.87507486,-0.24780186,0.6361154,-0.5745775,-0.7115043,-0.23788086,0.5933459,2.0099678,-0.13863161,-0.68639207,-0.83690095,-0.15863091,-0.112620026,-0.027925389,-1.028018,-0.8930326,0.038449444,0.30291378,0.39429986,-1.3878186,-0.8030749,-0.24997701,0.41483423,0.30309314,0.018147945,-0.07302967,-1.1477102,0.22357012,0.8406241,0.030871592,0.3494991,1.1003747,0.27695808,0.8596356,-0.77787757,-0.744992,-1.0374912,-0.22992267,-0.46162164,-0.38040212,-0.05215411,0.73419505,0.118380114,0.5631933,-1.0540718,0.052639805,0.32247752,0.6767626,0.61328125,0.4182918
0.41787142,-0.8145067,0.24063514,0.4265557,1.6236713,1.6285176,0.4954124,-0.5367055,-1.8824581,0.14723907,-0.10096954,0.4499874,1.324345,-1.166127,0.020283235,-0.2452282,-0.25535724,-1.4471976,1.0130658,-1.8036371,-1.605065,0.63649,0.018776972,-0.18775968,0.62374866,1.1100799,0.42810738,0.3553758,-0.06744543,-0.6714501,-0.66952235,-0.026809972,0.3187943,0.12487132,-0.1820568,-0.76822233,1.7754784,-0.85937274,-0.8398543,0.11377795,0.5591438,0.39425084,-1.3989482,0.47819394,0.024553012,0.75365674,-1.1627722,-0.6057305,-0.30032358,-1.1445377
-0.59028566,-5.33623,2.099591,0.3619506,-1.1350557,-2.4979525,-1.7124394,1.364212,-0.17551845,-0.6602286,-0.17067032,-0.2504284,-1.1952734,1.1680067,2.2588663,0.87983197,-1.9286728,1.4462243,-1.8284373,-2.0966752,3.5989494,-0.5710283,4.4873867,3.2233078,-3.1051867,0.8116608,0.6007369,2.4988294,-0.92073333,4.009378,-3.147519,-0.6511693,-4.077306,-0.28628534,-1.4385735,0.16071443,2.9285088,-0.67080927,-1.40721,3.8124406,-0.6818464,-1.5453838,-0.72422695,-1.0934185,0.32145843,-3.6929846,-4.7365484,-0.48193294,2.2430408,0.20313033
0.4153867,0.59642005,-0.935833,1.9021295,-0.19900104,-0.87087643,-1.4734637,1.4022362,1.7925105,1.4228953,-0.394101,0.7963622,1.1124399,-0.8066965,-0.121096425,0.9846109,1.3830072,-0.078376696,0.71168816,2.6019967,0.99172974,1.1362904,-0.088132136,1.6798654,3.6306279,-0.39571464,1.6820502,0.35524294,0.9246067,0.9473433,-1.677846,0.40953642,1.1103319,-1.5247223,0.26590738,1.5617803,0.91550285,-3.03378,-3.3461044,-1.742911,2.3280392,1.5269779,1.0476335,-0.10907302,-0.41369936,-3.08716,-0.7185632,0.58074445,0.29245067,0.7204911
0.5876227,2.511255,-0.55093986,0.7450035,3.366859,0.49245676,-0.56242347,3.6859775,1.8137164,2.6759799,0.2769313,1.564219,1.0897373,-2.3750901,2.791285,-0.32623604,0.45085108,-0.3690953,1.5629293,0.10273332,2.633744,0.412741,-1.2092515,-1.2639905,-0.50726926,-0.8153922,-0.8594179,0.3645832,-0.75352377,3.2454543,-2.4360223,-1.4975595,0.7376583,-2.056155,1.8610432,-0.2062231,-2.6353061,0.32952243,-0.8750795,0.2836547,1.3935562,2.0312722,1.7194542,-2.968263,-0.33645394,-2.3348393,-0.6052194,1.9799521,0.96112746,0.8299412
1.4351786,-0.4570354,0.21020514,-0.24934985,-0.33339658,1.2822853,0.16808328,0.16050974,0.14964439,-1.1517555,0.69160444,-0.10774174,-0.10537249,1.6653546,0.7457211,0.38281122,-2.404056,0.68377835,-0.68334615,-0.36718896,-0.47860536,3.3067377,1.7541814,0.67029834,-1.6277168,0.19691801,1.061188,0.547103,-0.19546212,-0.017341327,0.18393897,0.29691055,-0.5121354,-0.35790247,-0.94076926,0.9370993,1.3177527,-0.8012347,0.2525026,1.6003907,-0.6667921,-0.8785439,-0.4783996,-0.5485743,0.0832524,-2.0501542,2.747107,-0.74469095,0.001514656,-0.77764565
0.20124145,-0.29206493,-1.8116165,1.8110929,1.8513854,0.42715272,-1.2429186,2.1923726,1.5260587,1.5690007,-0.72083384,-0.679345,0.8528455,0.7350105,1.1900958,0.34936368,2.1055453,0.61476517,0.5406236,2.9632192,-0.0027983666,0.8266189,-0.66975886,-1.5679507,-2.0775433,-1.0910833,1.5387621,-0.25860518,-1.6138915,-1.0825826,-2.474467,0.9469694,-0.3417134,0.42008102,-0.4780782,-1.0460865,-2.3546472,-2.0452476,-1.5114869,1.655356,0.8447833,2.2250516,2.865564,-1.2204144,0.46368346,-0.8815367,-0.56403893,-0.20994689,1.1591377,1.4821239
-3.1659343,0.02123341,-0.32207483,-1.1654997,0.9112498,-1.8346065,0.43252158,-1.7977568,2.2337394,-2.881688,-2.9814696,-2.8156695,-2.2952635,0.66732496,-0.6790776,-1.6113322,3.4742136,1.8302047,-0.8883066,-2.2566092,-0.39165193,-3.6657395,-0.45652857,-2.5540986,0.4952015,-3.9097135,-1.6793036,-3.2478812,1.0373409,-1.0888218,0.7206741,-4.8429155,-2.6673195,-1.837176,2.5946982,1.6063197,-2.6809807,1.4804556,-1.1525085,2.977076,-1.8088833,-1.6307666,-3.0747926,-0.46087083,1.4160749,1.960845,0.077515304,-0.9628585,-0.5205589,2.3662148
0.35610062,-0.7361536,0.7706587,0.38966268,-0.11609837,-2.1937134,-1.1710693,1.7346939,-0.40296036,-0.5068137,-1.0834545,-1.0371853,-0.13451667,-0.06870578,0.32382023,-0.29738134,0.010249433,0.036334436,-0.90163004,-0.5560402,-0.4518266,0.74700606,0.6671627,-2.4861307,-0.09130377,1.662268,0.8945079,0.95581967,1.2748684,1.8537989,2.3191428,0.067846805,-0.587575,-0.0673051,-0.0041453848,-0.15020561,-0.7466688,-0.7959602,0.3208981,-0.63417697,0.797079,-2.0613523,-1.4387643,0.29397666,0.39985767,-0.19005093,-0.51283944,0.5022067,-1.9791557,-1.5857037
3.9191494,-0.36410376,1.0846239,1.3056582,-0.938858,0.8736208,-2.228295,-1.9887768,-1.7589703,-3.7818317,3.3373067,-1.2692714,2.6494844,-1.8149787,-2.2223942,1.9747539,-1.2689042,3.438025,-1.3640517,-0.73622674,-2.096612,0.8169559,0.7533015,-3.3285038,0.9628456,2.345649,2.138667,-0.8630626,-0.3704691,-1.1835843,1.9946737,2.143519,-4.0945086,-0.52193207,0.04131828,0.14715822,0.28445035,3.2903452,-0.32504988,0.8631963,0.24411555,3.4977055,-2.832613,4.9563417,-0.8072156,-0.4168883,-2.4054475,1.2842586,3.9822326,5.2437043
0.27656683,1.8181282,-0.90125877,-0.084083945,-0.19443569,-0.7867866,0.51542217,-3.7405887,0.017734084,-0.6898751,0.9046097,0.23148221,-1.9151589,0.69763404,-1.2120153,1.4352126,0.8860676,-0.9285231,-0.34632325,1.7094045,-1.2965498,1.1964225,-0.6636914,-0.34917074,-2.394191,0.30609998,1.404584,0.5279997,-2.067536,0.1024219,-0.33791912,0.25195083,-0.3248677,-0.09321818,-3.19157,1.4408045,-1.4315076,1.5537376,-0.7196019,0.35014385,-0.76853645,-2.0117989,0.41081902,0.97053796,0.95835745,0.44946456,0.997596,0.6518101,0.50851256,2.0752048
-0.017385121,1.1959877,-1.8560288,-0.7087477,0.30770668,-0.09107094,1.3211805,1.138366,-1.6146468,-0.12651505,2.1705658,-0.9810287,-0.57758373,-1.214401,0.179548,0.668764,-0.62575895,0.8649,-0.11530251,1.0491235,-0.81385374,-0.4052523,-0.761543,0.31580842,0.5493946,1.5105569,-1.073782,-0.50573677,0.4281949,1.7239096,0.6548471,0.36312413,1.002169,-0.15103368,-0.5100288,2.0753314,-0.19560333,-0.62652206,0.50210387,-0.44384646,0.40343004,-1.4623482,-1.0373039,1.9474381,-0.28739247,-0.09402086,-1.4266886,-1.6022483,1.2892047,-1.5597918
0.52140933,1.0294696,-2.3581505,1.5315179,0.84659827,-0.70049375,-3.7966278,2.582934,2.0346303,2.3094814,-1.4336262,1.8548476,2.7478342,-0.39161444,2.0378857,-2.1042023,1.4757211,-0.42995763,3.4378355,-0.15486714,3.9504771,-1.2101127,-0.77484316,-1.2089676,-1.0537847,-2.731279,1.3142327,0.7607052,1.019092,-0.5623647,-1.1067802,0.31565592,0.79274327,-3.6937997,0.34382436,-0.60418975,-2.0435388,-1.906466,-1.8946517,-1.0513481,1.2982343,2.7744303,0.48021704,-1.7879581,0.34372336,-2.1159132,-1.4778786,2.725713,-2.0469048,1.2553735
0.24191445,2.56623,-2.577829,-1.8646901,4.2351637,2.3374553,2.6209812,-2.5556316,-1.563648,-1.136082,-1.2181096,-1.9482656,-1.4796635,1.5423672,0.3462808,-0.0684815,-0.45296335,0.69508594,0.8977347,-1.8497428,-1.3342751,-3.1913133,2.7922246,-1.8507273,2.0061548,-0.50079554,-1.3206778,-4.741081,0.2506181,-1.0799226,1.0726497,-2.8952005,0.43874052,-1.5298274,2.2745593,-1.1560222,-0.98369867,1.6087599,-2.688524,1.6205821,0.513495,-1.3037106,0.381728,1.5462391,0.11510453,-0.4297938,-0.64271367,2.3866456,-0.23459241,1.1555482
1.8283744,1.1978532,0.22437774,-2.4479222,1.2746822,-0.2487244,-1.4737555,-1.6871042,1.0836946,-2.0309074,0.20643811,1.096703,-1.4988128,4.267574,0.31122437,-0.5321474,-2.9369307,0.34210658,-1.2407504,2.7699077,-0.9682328,0.6911849,2.5315864,3.1204844,-1.8789256,-0.35464478,1.4024556,2.6558533,1.4521303,0.018356366,1.6127633,2.588341,1.306097,1.2640923,0.63611484,4.7270565,-0.4778186,-0.1310861,1.6760874,-1.6622106,-1.4724592,-0.38239002,0.5174684,-0.61582994,0.6562397,-0.5516798,0.93086094,-2.2811186,0.38093644,0.7948539
1.2777385,-1.9949156,0.278375,0.5007859,-0.66994965,1.082985,-0.56260467,0.6899788,-0.49725276,1.2492869,-0.0586154,0.4212258,0.91032845,-1.2370758,0.2960838,-0.5492959,-0.33773735,-1.1961982,-0.023815654,2.2008493,-1.7814137,-0.21572673,0.3069598,0.7344115,-0.7436096,0.17221467,0.6991921,-0.4744272,-0.25625858,-1.4266938,-1.5342952,-0.40464392,0.37848762,0.84408253,0.73663217,1.5107536,-1.204676,-0.9549609,0.81318766,-1.2522777,-0.3371346,-0.115058735,-1.9447417,0.728449,-0.032017667,-1.3327794,-0.6600423,-0.23125179,0.07079306,-0.055286597
